;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
996900;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;269.84;101.325;201.01;2.0101
996901;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;269.99;101.325;202.16;2.0216
996902;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;271.96;101.325;204.25;2.0425
996903;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;272.33;101.325;203.73;2.0373
996904;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;273.94;101.325;206.27;2.0627
996905;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;274.8;101.325;206.33;2.0633
996906;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;275.91;101.325;208.32;2.0832
996907;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;277.26;101.325;208.61;2.0861
996908;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;277.88;101.325;210.5;2.105
996909;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;279.7;101.325;211.18;2.1118
996910;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;279.86;101.325;212.62;2.1262
996911;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;281.83;101.325;214.76;2.1476
996912;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;282.13;101.325;213.77;2.1377
996913;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;283.81;101.325;216.99;2.1699
996914;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;284.54;101.325;216.55;2.1655
996915;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;285.79;101.325;219.38;2.1938
996916;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;286.94;101.325;219.25;2.1925
996917;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;287.77;101.325;221.67;2.2167
996918;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;289.33;101.325;222.07;2.2207
996919;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;289.75;101.325;224.09;2.2409
996920;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;291.7;101.325;224.87;2.2487
996921;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;291.73;101.325;226.3;2.263
996922;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;293.71;101.325;228.63;2.2863
996923;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;294.06;101.325;227.43;2.2743
996924;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;295.69;101.325;231.18;2.3118
996925;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;296.41;101.325;230.08;2.3008
996926;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;297.66;101.325;233.65;2.3365
996927;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;298.75;101.325;233.0;2.33
996928;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;299.65;101.325;235.81;2.3581
996929;je060411g;2-pentanol;CCCC(C)O;31087-44-2;InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N;301.07;101.325;235.62;2.3562
997145;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;250.16;101.325;191.69;1.9169
997146;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;250.61;101.325;193.22;1.9322
997147;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;251.68;101.325;193.3;1.933
997148;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;253.2;101.325;194.61;1.9461
997149;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;253.21;101.325;195.73;1.9573
997150;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;254.72;101.325;195.45;1.9545
997151;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;255.8;101.325;198.08;1.9808
997152;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;256.23;101.325;197.32;1.9732
997153;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;257.73;101.325;198.94;1.9894
997154;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;258.37;101.325;201.08;2.0108
997155;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;259.23;101.325;200.52;2.0052
997156;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;260.72;101.325;202.41;2.0241
997157;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;260.93;101.325;204.02;2.0402
997158;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;262.21;101.325;203.99;2.0399
997159;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;263.46;101.325;207.15;2.0715
997160;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;263.69;101.325;205.59;2.0559
997161;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;265.16;101.325;207.37;2.0737
997162;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;265.98;101.325;210.2;2.102
997163;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;266.63;101.325;209.14;2.0914
997164;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;268.09;101.325;210.93;2.1093
997165;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;268.47;101.325;213.3;2.133
997166;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;269.54;101.325;212.66;2.1266
997167;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;270.95;101.325;216.47;2.1647
997168;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;270.99;101.325;214.5;2.145
997169;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;272.44;101.325;216.21;2.1621
997170;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;273.41;101.325;219.31;2.1931
997171;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;273.87;101.325;218.0;2.18
997172;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;275.3;101.325;219.86;2.1986
997173;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;275.85;101.325;222.84;2.2284
997174;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;276.73;101.325;221.67;2.2167
997175;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;278.15;101.325;223.45;2.2345
997176;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;278.28;101.325;226.05;2.2605
997177;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;279.56;101.325;225.24;2.2524
997178;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;280.68;101.325;229.31;2.2931
997179;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;280.97;101.325;227.16;2.2716
997180;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;282.37;101.325;228.87;2.2887
997181;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;283.07;101.325;232.43;2.3243
997182;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;283.76;101.325;230.71;2.3071
997183;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;285.15;101.325;232.47;2.3247
997184;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;285.44;101.325;235.64;2.3564
997185;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;286.54;101.325;234.44;2.3444
997186;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;287.8;101.325;239.08;2.3908
997187;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;287.92;101.325;236.08;2.3608
997188;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;289.29;101.325;237.78;2.3778
997189;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;290.66;101.325;239.56;2.3956
997190;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;292.02;101.325;241.24;2.4124
997191;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;293.38;101.325;242.8;2.428
997192;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;294.74;101.325;244.64;2.4464
997193;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;296.09;101.325;246.1;2.461
997194;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;297.43;101.325;247.9;2.479
997195;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;298.77;101.325;249.27;2.4927
997196;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;300.11;101.325;250.87;2.5087
997197;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;301.44;101.325;252.15;2.5215
997198;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;302.77;101.325;254.0;2.54
997199;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;304.09;101.325;255.2;2.552
997200;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;305.41;101.325;256.63;2.5663
997201;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;306.73;101.325;258.11;2.5811
997202;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;308.04;101.325;259.35;2.5935
997203;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;309.35;101.325;260.74;2.6074
997222;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;260.0;101.325;201.0;2.01
997223;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;270.0;101.325;213.6;2.136
997224;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;280.0;101.325;227.0;2.27
997225;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;290.0;101.325;238.7;2.387
997226;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;298.15;101.325;248.7;2.487
997227;je060411g;3-pentanol;CCC(O)CC;584-02-1;InChIKey=AQIXEPGDORPWBJ-UHFFFAOYSA-N;300.0;101.325;250.7;2.507
1000026;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;299.05;101.325;176.646319248;1.76646319248
1000027;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;302.1;101.325;179.14023722;1.7914023722
1000028;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;305.1;101.325;180.67877368;1.8067877368
1000029;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;308.15;101.325;183.1602841;1.831602841
1000030;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;310.95;101.325;183.855107018;1.83855107018
1000031;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;313.75;101.325;187.751078377;1.87751078377
1000032;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;316.73;101.325;188.669237233;1.88669237233
1000033;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;319.69;101.325;192.118536716;1.92118536716
1000034;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;322.33;101.325;194.203005469;1.94203005469
1000035;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;325.9;101.325;195.381722919;1.95381722919
1000036;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;329.0;101.325;196.907851827;1.96907851827
1000037;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;331.35;101.325;200.369558863;2.00369558863
1000038;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;335.89;101.325;202.367174751;2.02367174751
1000039;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;337.7;101.325;204.19108491;2.0419108491
1000040;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;340.75;101.325;207.44186356;2.0744186356
1000041;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;343.73;101.325;212.10710315;2.1210710315
1000042;je060445o;trimethyl phosphite;COP(OC)OC;121-45-9;InChIKey=CYTQBVOFDCPGCX-UHFFFAOYSA-N;348.05;101.325;214.526575809;2.14526575809
1000043;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;298.15;101.325;282.887100148;2.82887100148
1000044;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;303.16;101.325;284.706212308;2.84706212308
1000045;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;308.11;101.325;286.5101652;2.865101652
1000046;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;311.36;101.325;290.876034384;2.90876034384
1000047;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;314.55;101.325;294.01400286;2.9401400286
1000048;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;317.75;101.325;295.924070628;2.95924070628
1000049;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;320.36;101.325;298.000890344;2.98000890344
1000050;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;322.75;101.325;301.426884912;3.01426884912
1000051;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;326.25;101.325;305.898868972;3.05898868972
1000052;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;329.25;101.325;311.477479596;3.11477479596
1000053;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;332.55;101.325;316.37392316;3.1637392316
1000054;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;336.54;101.325;322.119285732;3.22119285732
1000055;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;339.02;101.325;327.106684904;3.27106684904
1000056;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;342.19;101.325;332.336632364;3.32336632364
1000057;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;345.14;101.325;336.76313862;3.3676313862
1000058;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;347.69;101.325;341.00773366;3.4100773366
1000059;je060445o;2-(chloromethyl)benzonitrile;ClCc1ccccc1C#N;612-13-5;InChIKey=ZSHNOXOGXHXLAV-UHFFFAOYSA-N;350.32;101.325;343.96379092;3.4396379092
1032729;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;361.429;101.325;549.6;1.6488
1032730;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;364.562;101.325;551.9;1.6557
1032731;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;367.701;101.325;552.7;1.6581
1032732;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;370.829;101.325;553.6;1.6608
1032733;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;373.947;101.325;554.9;1.6647
1032734;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;377.053;101.325;555.6;1.6668
1032735;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;380.134;101.325;557.1;1.6713
1032736;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;383.207;101.325;558.5;1.6755
1032737;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;386.327;101.325;560.8;1.6824
1032738;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;389.43;101.325;562.4;1.6872
1032739;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;392.554;101.325;563.6;1.6908
1032740;je1004092;N-[(phenylmethoxy)carbonyl]-L-phenylalanine;OC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2;1161-13-3;InChIKey=RRONHWAVOYADJL-HNNXBMFYSA-N;395.546;101.325;564.8;1.6944
1038696;je1005483;4-methyl-1,3-dioxolan-2-one;CC1COC(=O)O1;108-32-7;InChIKey=RUOJZAUFBMNUDX-UHFFFAOYSA-N;298.15;101.3;166.98;0.50094
1038700;je1005483;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.15;101.3;175.49;0.52647
1043334;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;293.15;101.0;239.21;0.358815
1043335;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;294.15;101.0;239.5;0.35925
1043336;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;295.15;101.0;239.69;0.359535
1043337;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;296.15;101.0;240.02;0.36003
1043338;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;297.15;101.0;240.35;0.360525
1043339;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;298.15;101.0;240.64;0.36096
1043340;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;299.15;101.0;240.85;0.361275
1043341;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;300.15;101.0;241.15;0.361725
1043342;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;301.15;101.0;241.46;0.36219
1043343;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;302.15;101.0;241.8;0.3627
1043344;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;303.15;101.0;242.06;0.36309
1043345;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;304.15;101.0;242.34;0.36351
1043346;je100610v;1,6-dichlorohexane;ClCCCCCCCl;2163-00-0;InChIKey=OVISMSJCKCDOPU-UHFFFAOYSA-N;305.15;101.0;242.62;0.36393
