;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
1376448;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;373.15;101.0;1015.9;1.0159
1376449;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;378.15;101.0;999.1;0.9991
1376450;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;383.15;101.0;982.7;0.9827
1376451;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;388.15;101.0;966.4;0.9664
1376452;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;393.15;101.0;950.3;0.9503
1376453;je700021f;1-chlorononane;CCCCCCCCCCl;2473-01-0;InChIKey=RKAMCQVGHFRILV-UHFFFAOYSA-N;398.15;101.0;934.3;0.9343
1377457;je700029q;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;313.15;101.0;1055.0;1.0
1377458;je700029q;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;328.15;101.0;1006.0;1.0
1377459;je700029q;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.0;1103.0;1.0
1377467;je700029q;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;313.15;101.0;1155.0;1.0
1377468;je700029q;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;328.15;101.0;1105.0;1.0
1377469;je700029q;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;298.15;101.0;1207.0;1.0
1377477;je700029q;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;313.15;101.0;1085.0;1.0
1377478;je700029q;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;328.15;101.0;1031.0;1.0
1377479;je700029q;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;298.15;101.0;1138.0;1.0
1389265;je7001804;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;278.15;101.325;1169.5;0.05
1389266;je7001804;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;288.15;101.325;1135.49;0.05
1389267;je7001804;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.325;1102.29;0.05
1389268;je7001804;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;308.15;101.325;1069.78;0.05
1389269;je7001804;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;318.15;101.325;1037.71;0.05
1389276;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;278.15;101.325;1212.52;0.05
1389277;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;288.15;101.325;1177.69;0.05
1389278;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1142.88;0.05
1389279;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.325;1109.16;0.05
1389280;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.325;1075.8;0.05
1389281;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;328.15;101.325;1042.79;0.05
1389289;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;278.15;101.325;1275.27;0.05
1389290;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;288.15;101.325;1239.86;0.05
1389291;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;298.15;101.325;1205.37;0.05
1389292;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;308.15;101.325;1171.41;0.05
1389293;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;318.15;101.325;1137.83;0.05
1389294;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;328.15;101.325;1104.4;0.05
1389295;je7001804;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;338.15;101.325;1070.97;0.05
1391276;je7001946;acetonitrile;CC#N;54841-72-4;InChIKey=WEVYAHXRMPXWCK-UHFFFAOYSA-N;298.15;101.3;1278.28;0.05
1405347;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.74;0.1
1405348;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1239.19;0.1
1405349;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;1222.7;0.1
1405353;je700281z;2-(2-methoxyethoxy)ethanol;COCCOCCO;111-77-3;InChIKey=SBASXUCJHJRPEV-UHFFFAOYSA-N;293.15;101.325;1432.37;0.1
1405354;je700281z;2-(2-methoxyethoxy)ethanol;COCCOCCO;111-77-3;InChIKey=SBASXUCJHJRPEV-UHFFFAOYSA-N;298.15;101.325;1415.21;0.1
1405355;je700281z;2-(2-methoxyethoxy)ethanol;COCCOCCO;111-77-3;InChIKey=SBASXUCJHJRPEV-UHFFFAOYSA-N;303.15;101.325;1397.93;0.1
1405359;je700281z;3,6-dioxa-1-octanol;CCOCCOCCO;111-90-0;InChIKey=XXJWXESWEXIICW-UHFFFAOYSA-N;293.15;101.325;1392.35;0.1
1405360;je700281z;3,6-dioxa-1-octanol;CCOCCOCCO;111-90-0;InChIKey=XXJWXESWEXIICW-UHFFFAOYSA-N;298.15;101.325;1374.35;0.1
1405361;je700281z;3,6-dioxa-1-octanol;CCOCCOCCO;111-90-0;InChIKey=XXJWXESWEXIICW-UHFFFAOYSA-N;303.15;101.325;1356.6;0.1
1405365;je700281z;3,6-dioxa-1-decanol;CCCCOCCOCCO;112-34-5;InChIKey=OAYXUHPQHDHDDZ-UHFFFAOYSA-N;293.15;101.325;1374.28;0.1
1405366;je700281z;3,6-dioxa-1-decanol;CCCCOCCOCCO;112-34-5;InChIKey=OAYXUHPQHDHDDZ-UHFFFAOYSA-N;298.15;101.325;1356.97;0.1
1405367;je700281z;3,6-dioxa-1-decanol;CCCCOCCOCCO;112-34-5;InChIKey=OAYXUHPQHDHDDZ-UHFFFAOYSA-N;303.15;101.325;1339.95;0.1
1408319;je700290j;piperidine;C1CCNCC1;110-89-4;InChIKey=NQRYJNQNLNOLGT-UHFFFAOYSA-N;293.15;101.0;1389.4;0.6
1413900;je700338t;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.325;1102.92;0.5
1413904;je700338t;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.325;1278.24;0.5
1413908;je700338t;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;298.15;101.325;1484.98;0.5
1413912;je700338t;acetonitrile;CC#N;54841-72-4;InChIKey=WEVYAHXRMPXWCK-UHFFFAOYSA-N;298.15;101.325;1278.7;0.5
1427040;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.88;15200.0;1578.73;1.0
1427041;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.13;15200.0;1537.72;1.0
1427042;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.16;15200.0;1564.23;1.0
1427043;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;15200.0;1524.19;1.0
1427044;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.14;15200.0;1551.04;1.0
1427045;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.13;30390.0;1589.54;1.0
1427046;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.88;30390.0;1628.53;1.0
1427047;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.16;30390.0;1615.07;1.0
1427048;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;30390.0;1576.37;1.0
1427049;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.14;30390.0;1602.4;1.0
1427050;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.13;45590.0;1637.57;1.0
1427051;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.15;45590.0;1661.61;1.0
1427052;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.87;45590.0;1674.42;1.0
1427053;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;45590.0;1624.98;1.0
1427054;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.14;45590.0;1649.62;1.0
1427055;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.15;60790.0;1705.21;1.0
1427056;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.12;60790.0;1681.97;1.0
1427057;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;60790.0;1669.92;1.0
1427058;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.87;60790.0;1717.76;1.0
1427059;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.13;60790.0;1693.5;1.0
1427060;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.88;75990.0;1758.52;1.0
1427061;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.12;75990.0;1724.11;1.0
1427062;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.15;75990.0;1746.52;1.0
1427063;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;75990.0;1712.59;1.0
1427064;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.14;75990.0;1735.39;1.0
1427065;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;91180.0;1752.77;1.0
1427066;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.88;91180.0;1797.27;1.0
1427067;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.12;91180.0;1763.99;1.0
1427068;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.16;91180.0;1785.61;1.0
1427069;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.14;91180.0;1774.8;1.0
1427070;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.12;101320.0;1789.33;1.0
1427071;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;292.87;101320.0;1821.92;1.0
1427072;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.31;101320.0;1778.45;1.0
1427073;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.16;101320.0;1810.54;1.0
1427074;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.13;101320.0;1799.9;1.0
1427075;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;293.15;101.325;1522.42;0.5
1427076;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;298.15;101.325;1508.41;0.5
1427077;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.15;101.325;1494.33;0.5
1427078;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.15;101.325;1480.19;0.5
1427079;je7004374;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.15;101.325;1465.98;0.5
1427160;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;15200.0;1681.16;1.0
1427161;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;15200.0;1646.58;1.0
1427162;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.17;15200.0;1668.66;1.0
1427163;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.14;15200.0;1635.79;1.0
1427164;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.16;15200.0;1657.61;1.0
1427165;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.32;15200.0;1624.63;1.0
1427166;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.88;30390.0;1721.74;1.0
1427167;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.17;30390.0;1709.92;1.0
1427168;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.13;30390.0;1678.01;1.0
1427169;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;30390.0;1688.42;1.0
1427170;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.16;30390.0;1698.95;1.0
1427171;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;30390.0;1667.26;1.0
1427172;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.17;45590.0;1748.79;1.0
1427173;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;45590.0;1760.33;1.0
1427174;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.13;45590.0;1718.16;1.0
1427175;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.15;45590.0;1738.57;1.0
1427176;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;45590.0;1728.41;1.0
1427177;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;45590.0;1707.96;1.0
1427178;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.17;60790.0;1786.04;1.0
1427179;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.13;60790.0;1756.39;1.0
1427180;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;60790.0;1796.98;1.0
1427181;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;60790.0;1766.02;1.0
1427182;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.15;60790.0;1775.99;1.0
1427183;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;60790.0;1746.29;1.0
1427184;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;75990.0;1801.97;1.0
1427185;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.16;75990.0;1821.36;1.0
1427186;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.15;75990.0;1811.65;1.0
1427187;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;75990.0;1832.24;1.0
1427188;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.13;75990.0;1792.63;1.0
1427189;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;75990.0;1783.06;1.0
1427190;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;91180.0;1836.57;1.0
1427191;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.15;91180.0;1845.84;1.0
1427192;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.16;91180.0;1855.4;1.0
1427193;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;91180.0;1865.89;1.0
1427194;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.12;91180.0;1827.41;1.0
1427195;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;91180.0;1818.05;1.0
1427196;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.14;101320.0;1868.05;1.0
1427197;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.16;101320.0;1877.23;1.0
1427198;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;101320.0;1858.78;1.0
1427199;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.12;101320.0;1849.73;1.0
1427200;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;292.89;101320.0;1887.83;1.0
1427201;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.31;101320.0;1840.61;1.0
1427202;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;293.15;101.325;1635.99;0.5
1427203;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;298.15;101.325;1624.55;0.5
1427204;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;303.15;101.325;1613.16;0.5
1427205;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;308.15;101.325;1601.8;0.5
1427206;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;313.15;101.325;1590.48;0.5
1427207;je7004374;1,3-propanediol;OCCCO;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N;318.15;101.325;1579.2;0.5
1435071;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.74;0.1
1435072;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1239.19;0.1
1435073;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;1222.7;0.1
1435077;je7005727;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;293.15;101.325;1292.52;0.1
1435078;je7005727;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;298.15;101.325;1275.08;0.1
1435079;je7005727;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;303.15;101.325;1258.46;0.1
1435083;je7005727;1-hexanol;CCCCCCO;25917-35-5;InChIKey=ZSIAUFGUXNUGDI-UHFFFAOYSA-N;293.15;101.325;1320.32;0.1
1435084;je7005727;1-hexanol;CCCCCCO;25917-35-5;InChIKey=ZSIAUFGUXNUGDI-UHFFFAOYSA-N;298.15;101.325;1303.03;0.1
1435085;je7005727;1-hexanol;CCCCCCO;25917-35-5;InChIKey=ZSIAUFGUXNUGDI-UHFFFAOYSA-N;303.15;101.325;1286.34;0.1
1435089;je7005727;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;293.15;101.325;1181.82;0.1
1435090;je7005727;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;298.15;101.325;1161.19;0.1
1435091;je7005727;dibutyl ether;CCCCOCCCC;142-96-1;InChIKey=DURPTKYDGMDSBL-UHFFFAOYSA-N;303.15;101.325;1142.07;0.1
1437722;je700619q;diethylamine;CCNCC;109-89-7;InChIKey=HPNMFZURTQLUMO-UHFFFAOYSA-N;293.0;101.0;1140.8;0.4
1437723;je700619q;diethylamine;CCNCC;109-89-7;InChIKey=HPNMFZURTQLUMO-UHFFFAOYSA-N;303.0;101.0;1089.6;0.4
1437724;je700619q;diethylamine;CCNCC;109-89-7;InChIKey=HPNMFZURTQLUMO-UHFFFAOYSA-N;313.0;101.0;1045.0;0.4
1437732;je700619q;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;293.0;101.0;1408.0;0.4
1437733;je700619q;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;303.0;101.0;1375.2;0.4
1437734;je700619q;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;313.0;101.0;1344.8;0.4
1450012;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;1240.5;0.1
1450013;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;1226.5;0.1
1450014;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;1209.8;0.1
1450021;je7007654;hexadecane;CCCCCCCCCCCCCCCC;544-76-3;InChIKey=DCAYPVUWAIABOU-UHFFFAOYSA-N;298.15;101.0;1338.6;0.1
1450022;je7007654;hexadecane;CCCCCCCCCCCCCCCC;544-76-3;InChIKey=DCAYPVUWAIABOU-UHFFFAOYSA-N;303.15;101.0;1320.0;0.1
1450023;je7007654;hexadecane;CCCCCCCCCCCCCCCC;544-76-3;InChIKey=DCAYPVUWAIABOU-UHFFFAOYSA-N;308.15;101.0;1301.7;0.1
1450030;je7007654;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;298.15;101.0;1381.9;0.1
1450031;je7007654;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;303.15;101.0;1364.1;0.1
1450032;je7007654;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;308.15;101.0;1346.5;0.1
1454635;je800077r;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;293.15;101.0;1100.0;1.0
1454636;je800077r;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;298.15;101.0;1078.0;1.0
